grant_key	principal	principal_kind	record_kind	object_kind	object_schema	object_identity	privilege_or_attribute	expected_effective	actual_effective	actual_direct	grantor	is_grantable	effective_via	default_acl_owner	default_acl_schema	test_id	replay_match	status
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_object_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_object_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_object_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_object_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_object_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_object_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_provider_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_provider_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_public_locator|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_public_locator	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_public_locator|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_public_locator	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_public_locator|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_public_locator	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_public_locator|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_public_locator	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_public_locator|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_public_locator	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_public_locator|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_public_locator	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_public_locator|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_public_locator	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_reference_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_reference_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_reference_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_reference_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_reference_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_reference_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_reference_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_reference_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_reference_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_reference_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_reference_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_reference_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_reference_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_reference_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_release|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_release	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_release|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_release	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_release|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_release	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_release|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_release	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_release|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_release	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_release|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_release	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_release|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_release	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_assessment_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_assessment_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_assessment_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_assessment_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_assessment_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_assessment_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_assessment_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_assessment_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_assessment_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_assessment_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_assessment_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_assessment_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_assessment_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_assessment_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_observation_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_observation_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_observation_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_observation_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_observation_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_observation_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_observation_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_observation_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_observation_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_observation_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_observation_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_observation_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_rights_observation_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_rights_observation_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_takedown_snapshot|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_takedown_snapshot	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_takedown_snapshot|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_takedown_snapshot	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_takedown_snapshot|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_takedown_snapshot	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_takedown_snapshot|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_takedown_snapshot	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_takedown_snapshot|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_takedown_snapshot	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_takedown_snapshot|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_takedown_snapshot	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_takedown_snapshot|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_takedown_snapshot	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_verification|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_verification	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_verification|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_verification	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_verification|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_verification	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_verification|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_verification	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_verification|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_verification	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_verification|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_verification	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_registry_verification|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_registry_verification	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_takedown_sidecar_event|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_takedown_sidecar_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_takedown_sidecar_event|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_takedown_sidecar_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_takedown_sidecar_event|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_takedown_sidecar_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_takedown_sidecar_event|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_takedown_sidecar_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_takedown_sidecar_event|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_takedown_sidecar_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_takedown_sidecar_event|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_takedown_sidecar_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_takedown_sidecar_event|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_takedown_sidecar_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_validation_receipt|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_validation_receipt	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_validation_receipt|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_validation_receipt	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_validation_receipt|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_validation_receipt	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_validation_receipt|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_validation_receipt	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_validation_receipt|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_validation_receipt	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_validation_receipt|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_validation_receipt	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|release|visual_validation_receipt|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	release	visual_validation_receipt	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|analysis_run|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	analysis_run	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|analysis_run|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	analysis_run	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|analysis_run|REFERENCES	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	analysis_run	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|analysis_run|SELECT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	analysis_run	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|analysis_run|TRIGGER	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	analysis_run	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|analysis_run|TRUNCATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	analysis_run	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|analysis_run|UPDATE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	analysis_run	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|claim_decision_evidence|DELETE	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	claim_decision_evidence	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
gda_v49_phase2a_ingest_writer|RELATION_PRIVILEGE|research|claim_decision_evidence|INSERT	gda_v49_phase2a_ingest_writer	ROLE	RELATION_PRIVILEGE	TABLE	research	claim_decision_evidence	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
