cluster_key,priority_rank,packet_layer,recommended_first_action,blocking_issue,safe_for_sandbox_packet_trial,packet_scale,packet_readiness,packet_confidence,packet_relation_lane,region,theme,source_family,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,anchor_candidate_count,sub_candidate_count,card_candidate_count,appendix_candidate_count,text_deficit_count,minimum_text_pages,editorial_page_requirement,cover_main_requirement,normal_main_policy,folder_directory_mode,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,low,macro_cluster_needs_split,Global / transnational,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,global_host_requires_scope_review,673,673,42,355,250,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Lebanon|Modern typography and layout|Wikimedia Commons|1925-1929,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Lebanon,Modern typography and layout,Wikimedia Commons,1925-1929,1927-1927,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Lebanon|Modern typography and layout|Wikimedia Commons|1960-1964,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Lebanon,Modern typography and layout,Wikimedia Commons,1960-1964,1961-1961,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Lithuania|Modern typography and layout|Wikimedia Commons|1940-1944,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Lithuania,Modern typography and layout,Wikimedia Commons,1940-1944,1940-1940,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Lithuania|Modern typography and layout|Wikimedia Commons|1985-1989,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Lithuania,Modern typography and layout,Wikimedia Commons,1985-1989,1985-1985,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Madagascar|Modern typography and layout|Wikimedia Commons|1830-1834,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Madagascar,Modern typography and layout,Wikimedia Commons,1830-1834,1832-1832,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mainland China|Public health and social communication|Wellcome Collection|1960-1964,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Mainland China,Public health and social communication,Wellcome Collection,1960-1964,1963-1963,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Malaysia|Modern typography and layout|Wikimedia Commons|1940-1944,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Malaysia,Modern typography and layout,Wikimedia Commons,1940-1944,1942-1942,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Malaysia|Modern typography and layout|Wikimedia Commons|1970-1974,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,mixed_manual_relation_review,Malaysia,Modern typography and layout,Wikimedia Commons,1970-1974,1972-1972,region_specific_or_not_global,2,1,0,0,1,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Malaysia|Modern typography and layout|Wikimedia Commons|1980-1984,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Malaysia,Modern typography and layout,Wikimedia Commons,1980-1984,1981-1981,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Malaysia|Modern typography and layout|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Malaysia,Modern typography and layout,Wikimedia Commons,1990-1994,1994-1994,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Malaysia|Modern typography and layout|Wikimedia Commons|1995-1999,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Malaysia,Modern typography and layout,Wikimedia Commons,1995-1999,1997-1997,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mali|Modern typography and layout|Wikimedia Commons|1990-1994,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Mali,Modern typography and layout,Wikimedia Commons,1990-1994,1993-1993,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Mali|Modern typography and layout|Wikimedia Commons|2005-2009,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,small,method_review_only,low,small_anchor_or_manual,Mali,Modern typography and layout,Wikimedia Commons,2005-2009,2008-2008,region_specific_or_not_global,2,1,0,0,0,0,0,2,recommended_editorial_page,cover_main_recommended,normal_main_anchor_selection_needed,packet_tree_directory,scale=small; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Mali|Modern typography and layout|Wikimedia Commons|2010-2014,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Mali,Modern typography and layout,Wikimedia Commons,2010-2014,2014-2014,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Mauritius|Modern typography and layout|Wikimedia Commons|1830-1834,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Mauritius,Modern typography and layout,Wikimedia Commons,1830-1834,1830-1830,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Mauritius|Modern typography and layout|Wikimedia Commons|2010-2014,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Mauritius,Modern typography and layout,Wikimedia Commons,2010-2014,2013-2013,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Mexico|Corporate identity and design systems|Los Angeles Public Library Tessa / CONTENTdm|1975-1979,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Mexico,Corporate identity and design systems,Los Angeles Public Library Tessa / CONTENTdm,1975-1979,1976-1976,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|Corporate identity and design systems|Wikimedia Commons|2015-2019,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,small_anchor_or_manual,Mexico,Corporate identity and design systems,Wikimedia Commons,2015-2019,2016-2016,region_specific_or_not_global,1,1,0,0,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Mexico|Modern typography and layout|Wikimedia Commons|2000-2004,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Mexico,Modern typography and layout,Wikimedia Commons,2000-2004,2003-2003,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|New Deal and civic poster programs|Wikimedia Commons|1950-1954,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Mexico,New Deal and civic poster programs,Wikimedia Commons,1950-1954,1953-1953,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|Travel and transport poster culture|Los Angeles Public Library Tessa / CONTENTdm|1975-1979,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Mexico,Travel and transport poster culture,Los Angeles Public Library Tessa / CONTENTdm,1975-1979,1975-1975,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|World War and public-information graphics|Wikimedia Commons|1910-1914,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Mexico,World War and public-information graphics,Wikimedia Commons,1910-1914,1910-1910,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Mexico|World War and public-information graphics|Wikimedia Commons|1965-1969,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Mexico,World War and public-information graphics,Wikimedia Commons,1965-1969,1968-1968,region_specific_or_not_global,1,1,0,0,1,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Moldova|Modern typography and layout|Wikimedia Commons|1840-1844,30,phase_1_anchor_selection,select_or_confirm_normal_main_anchor_before_sub_assignment,missing_or_unsettled_normal_main_anchor,false,single_or_micro,method_review_only,low,mixed_manual_relation_review,Moldova,Modern typography and layout,Wikimedia Commons,1840-1844,1840-1840,region_specific_or_not_global,1,1,0,1,0,0,0,1,optional_editorial_page,cover_main_optional,normal_main_anchor_selection_needed,packet_tree_directory,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
